open_text,kampagne_specifikt,billige_billetter,afslappende_behageligt_nem_transport,tag_toget,ved_ikke,andet,plads_til_alle,klima_baeredygtighed_gron_omstilling,alternativ_transport
At man får mere frihed og fritid med offentlig transport,1,0,0,0,0,0,0,0,0
at man 'nemt' kan benytte DSB,0,0,1,0,0,0,0,0,0
"At livet somme tider kræver at vi er nødt til at vælge ""veje"" som ikke er nemme, men at de altid er der uanset hvor vi skal eller hvor vi er i livet",1,0,0,0,0,0,0,0,0
"At lige meget hvilket spor i livet man har valgt lige nu, så kan DSB være en del af det",0,0,0,0,0,0,1,0,0
"At lige gyldigt, hvilke slags skift eller veje som livet bringer, kan man køre med DSB derhen hvor man skal. Ret corny...",1,0,0,0,0,0,1,0,0
at køre med tog er rart,0,0,1,0,0,0,0,0,0
at KBH er et godt sted for DSB,0,0,0,0,0,1,0,0,0
at jeg skal køre med dem,1,0,0,0,0,0,0,0,0
At jeg kan bruge tiden i toget til at få mere fritid,1,0,0,0,0,0,0,0,0
"At hverdagen kan gøres lettere ved brug af DSB, uanset hvilken hverdag du har.",1,0,0,0,0,0,1,0,0
At hos DSB har du tid til ting,1,0,0,0,0,0,0,0,0
"At fremstille DSB som en stærk rolle i danskernes hverdag, At forbinde sig følelsesmæssigt til livet i gode og hårde øjeblikke",1,0,0,0,0,0,0,0,0
At fortælle at DSB er med til at gøre livet lettere,1,0,0,0,0,0,0,0,0
At folk der arbejder på computere kan arbejde om bord toget og har på grund af det mere tid derhjemme.,1,0,0,0,0,0,0,0,0
At du skal køre med toget.,1,0,0,0,0,0,0,0,0
At du nemt kan transporterer dig rundt i danmark,1,0,0,0,0,0,0,0,0
At du kan køre med dem uanset hvor langt du har fra A til B.,1,0,0,0,0,0,0,0,0
"At du kan føle dig tryk når du rejser med DSB. Lavet i varme toner så du skal føle at du er hjemme i dine vande omgivelser og føler dig tryk.
Den er lidt sukker sød med børn som er skilt, så man får extra følelser frem. Den er ramt rigtig, god reklame uden at love formeget.",1,0,1,0,0,0,0,0,0
At du kan bruge tiden i toget til det du vil. Måske møde nye mennesker. Verdenen ligger åben.,1,0,0,0,0,0,0,0,0
"At du kan bruge tiden fornuftigt, herunder at arbejde. Men også at komme fra sted til sted",1,0,0,0,0,0,0,0,0
At DSB toge for danskernes hverdag til at hænge sammen,1,0,0,0,0,0,0,0,0
At DSB står klar til at løse opgaven,1,0,0,0,0,0,0,0,0
At dsb skaber sammenhæng i folks liv,1,0,0,0,0,0,0,0,0
At DSB skaber sammenhæng,1,0,0,0,0,0,0,0,0
At dsb kan være det gennemgående/konstante led imellem forskellige livs situationer,1,0,0,0,0,0,0,0,0
At dsb kan få hverdagen til at hænge sammen,1,0,0,0,0,0,0,0,0
At dsb kan bruges af alle størrelser og til alle formål og de er gode til at hjælpe i hver en situation,0,0,0,0,0,0,1,0,0
At DSB kan bruges af alle og,0,0,0,0,0,0,1,0,0
At DSB kan bruges af alle,0,0,0,0,0,0,1,0,0
at dsb kan bruges af alle,0,0,0,0,0,0,1,0,0
At dsb hjælper med at få livet til at fungere,1,0,0,0,0,0,0,0,0
At DSB gør hverdagen lettere,1,0,0,0,0,0,0,0,0
at dsb er/kan være en central af folks liv,1,0,0,0,0,0,0,0,0
At dsb er til ved enhver lejlighed,0,0,0,0,0,0,1,0,0
At DSB er til for kunderne,0,0,0,0,0,0,1,0,0
at DSB er relevant igennem hele livet,1,0,0,0,0,0,0,0,0
At DSB er noget man kan stole på og at det er for alle. Og at DSB giver os et frirum.,0,0,1,0,0,0,1,0,0
At DSB er hjælpsomme,0,0,0,0,0,1,0,0,0
At DSB ER GODT,1,0,0,0,0,0,0,0,0
At DSB er for hele befolkningen,0,0,0,0,0,0,1,0,0
At DSB er for alle..?,0,0,0,0,0,0,1,0,0
At dsb er for alle. Og der altid er en måde at komme rundt på.,0,0,0,0,0,0,1,0,0
At DSB er for alle.,0,0,0,0,0,0,1,0,0
At DSB er for alle.,0,0,0,0,0,0,1,0,0
At DSB er for alle.,0,0,0,0,0,0,1,0,0
At DSB er for alle.,0,0,0,0,0,0,1,0,0
At DSB er for alle.,0,0,0,0,0,0,1,0,0
At dsb er for alle.,0,0,0,0,0,0,1,0,0
"At DSB er for alle, og at de tilbyder mange muligheder",0,0,0,0,0,0,1,0,0
At DSB er for alle uanset behov,0,0,0,0,0,0,1,0,0
at dsb er for alle og at de er der for dig hvad end du så skal bruge dem til,0,0,0,0,0,0,1,0,0
At DSB er for ALLE,0,0,0,0,0,0,1,0,0
At DSB er for alle,0,0,0,0,0,0,1,0,0
At DSB er for alle,0,0,0,0,0,0,1,0,0
At DSB er for alle,0,0,0,0,0,0,1,0,0
at DSB er for alle,0,0,0,0,0,0,1,0,0
at DSB er for alle,0,0,0,0,0,0,1,0,0
at dsb er for alle,0,0,0,0,0,0,1,0,0
"At DSB er fleksibel, tager sig at sine kunde, har mulighed for at arbejde på vejen frem og tilbage.",1,0,1,0,0,0,0,0,0
"At DSB er et godt valg, når man pendler.",1,0,0,0,0,0,0,0,0
"At DSB er et godt tilbud til alle, og at man kan rejse med tog til alle ens gøremål. Det er også for alle aldre.",0,0,0,0,0,0,1,0,0
At DSB er en virksomhed hvor mange har personlige minder,1,0,0,0,0,0,0,0,0
at DSB er en vigtig del af livet,1,0,0,0,0,0,0,0,0
"At DSB er en tidssvarende og moderne virksomhed, der forstår sig på, og kan samle danskerne, lige fra skilsmissebarnet til den unge studerende der ikke kan finde en bolig og derfor må pendle. 
Det virker bare utrolig søgt. Det er alt for dyrt at pendle med toget for en helt almindelig studerende.",1,0,0,0,0,0,1,0,0
"At DSB er en sikker transportmulighed som næsten altid er mulig at tage, som kan få dig rundt i riget samtidig med du kan fortage dig en masse forskellige ting.",1,0,1,0,0,0,1,0,0
At DSB er en fantastisk løsning på transport??,1,0,0,0,0,0,0,0,0
At dsb er en del af manges forskellige liv og hverdage. .,1,0,0,0,0,0,1,0,0
At DSB er en del af hverdagen,1,0,0,0,0,0,0,0,0
At DSB er der for alle og hver vores individuelle behov,0,0,0,0,0,0,1,0,0
At DSB er bare helt perfekt og uden problener,1,0,0,0,0,0,0,0,0
"At DSB bringer mennesker sammen med dem, de gerne vil være sammen med. Uanset hvor.",1,0,0,0,0,0,0,0,0
At DSB binder mennesker sammen.,1,0,0,0,0,0,0,0,0
At dsb altid er til rådighed,1,0,0,0,0,0,0,0,0
At det skal være nemt at pendle med DSB rundt i Danmark.,1,0,0,0,0,0,0,0,0
At det kan lade sig gøre at komme fra A til B på en let måde.,1,0,1,0,0,0,0,0,0
At det kan bruget til enhver lejlighed,0,0,0,0,0,0,1,0,0
At det hjælper danskerne med at kommefrem til det de elsker,1,0,0,0,0,0,0,0,0
At det handler mere om hvad man bruger tiden på i toget end at forestille sig de lange distancer,1,0,0,0,0,0,0,0,0
at det er trykt og sikkert at køre med DSB,0,0,1,0,0,0,0,0,0
At det er trygt og rart at tage toget,0,0,1,0,0,0,0,0,0
At det er trygt og nemt at tage toget.,0,0,1,0,0,0,0,0,0
"At det er trygt og godt, at benytte DSB.",0,0,1,0,0,0,0,0,0
At det er trygt at rejse med DSB. At man kan regne med dem. At man ikke spilder tiden.,1,0,1,0,0,0,0,0,0
At det er trygt at køre med,0,0,1,0,0,0,0,0,0
"At det er smart at lade bilen stå, da man kan få lavet en masse i toget.",1,0,0,0,0,0,0,0,0
At det er sikkert nemt og behageligt at bruge DSB,0,0,1,0,0,0,0,0,0
"At det er nemt og får folks ønskef til at gå i opfyldelse, lige meget hvor i landet man bor",1,0,0,0,0,0,0,0,0
"at det er nemt at tage toget, uanset hvad man skal",0,0,1,0,0,0,0,0,0
At det er nemt at rejse med DSB og forbinder os ubemærkeligt med vores hverdag,0,0,1,0,0,0,0,0,0
At det er nemt at køre med DSB og det er for alle.,0,0,1,0,0,0,1,0,0
At det er nemt at komme fra sted til sted.,1,0,1,0,0,0,0,0,0
"At det er nemt at komme fra A til B med DSB, og man kan slappe af eller arbejde når man rejser med tog",1,0,1,0,0,0,0,0,0
At det er nemt at bruge DSB for at komme rundt i landet.,1,0,1,0,0,0,0,0,0
At det er muligt at komme fra A til B med DSB uden problem,1,0,0,0,0,0,0,0,0
"At det er let at transportere sig på kryds og tvær i  Danmark med DSB
Og det er en mulighed for alle",0,0,1,0,0,0,1,0,0
at det er let at bruge toget og at det er for alle,0,0,1,0,0,0,1,0,0
At det er godt at rejse med DSB,1,0,0,0,0,0,0,0,0
At det er godt at bruge DSB som transportmiddel.,1,0,0,0,0,0,0,0,0
"at det er godt at bo i stor byerne og tæt derpå, hvor der er mange mennesker, men bor man på landet som mig hvor der timer mellem bus og tog så dur det ikke",0,0,0,0,0,1,0,0,0
At det er for alle,0,0,0,0,0,0,1,0,0
at det er for alle,0,0,0,0,0,0,1,0,0
at det er fint at tage toget,1,0,0,0,0,0,0,0,0
At det er et godt slternativ.,1,0,0,0,0,0,0,0,0
"At det er en god løsning at tage toget, da det er trygt og effektivt",0,0,1,0,0,0,0,0,0
At det er en god ide at tage toget,0,0,1,0,0,0,0,0,0
at det er dsb som 'binder' hverdagen sammen for folk,1,0,0,0,0,0,0,0,0
At det er afslappende at bruge dem.,0,0,1,0,0,0,0,0,0
"At det er ""romantisk"" og fredfyldt at køre med tog",0,0,1,0,0,0,0,0,0
At det binder folk/familier sammen - og tiden kan bruges effektiv,1,0,0,0,0,0,0,0,0
At der er plads til alle mennesker i toget til alle tider og formål.,0,0,0,0,0,0,1,0,0
at der er plads til alle,0,0,0,0,0,0,1,0,0
"At der er mange situationer, hvor der er brug for offentlig transport og derfor mange løsninger",0,0,1,0,0,0,1,0,0
At der er mange muligheder med toget,0,0,1,0,0,0,1,0,0
At der er mange muligheder for at bruge DSB,0,0,1,0,0,0,1,0,0
At der er mange forskellige forudsætninger for at bruge DSB,0,0,1,0,0,0,1,0,0
"At der er mange ""skæbner"" i Danmark der på et eller andet tidspunkt har brug for at køre med DSB",0,0,0,0,0,0,1,0,0
at der er forskel gennem livet på det vi bruger DSB til,1,0,0,0,0,0,0,0,0
"At der er et tog til mange folk, med forskellige behov.",0,0,0,0,0,0,1,0,0
At de vil sælge billetter,0,0,0,1,0,0,0,0,0
At de udfylder mange forskellige menneskers behov for transport,0,0,0,0,0,0,1,0,0
At de skaber sammenhold blandt mennesker og i hverdagen...,1,0,0,0,0,0,1,0,0
At de prøvet at gøre det nemmere,0,0,1,0,0,0,0,0,0
At de passer til alle slags livssituationer og skaber forbindelserne i folks liv.,1,0,0,0,0,0,1,0,0
At de løser transport for et bredt udsnit af befolkningen,1,0,0,0,0,0,1,0,0
At de kører folk fra A til B... Ved det ikke,1,0,0,0,0,0,0,0,0
"At de køre for alle, i alle situationer og de tager ansvar.",0,0,0,0,0,0,1,0,0
"At de kan tilbyde mange forskellige ting.
Men ikke at de kan tilbyde hjælp til os gamle, hvis vi skifter tog eller skal med andre typer transportmidler.",1,0,0,0,0,0,0,0,0
At de kan hjælpe med at binde folk sammen,1,0,0,0,0,0,0,0,0
At de kan føre dig fra sted til sted,1,0,0,0,0,0,0,0,0
at de kan bruges af alle,0,0,0,0,0,0,1,0,0
At de hjælper folk med at gøre deres hverdag nemmere,1,0,0,0,0,0,0,0,0
At de hjælper befolkningen som et bindeled i hverdagen.,1,0,0,0,0,0,0,0,0
"at de har et godt tilbud til folk, der skal rejse",0,0,0,1,0,0,0,0,0
At de gerne vil samle folk,1,0,0,0,0,0,0,0,0
At de gerne vil have så mange kunder som mulig.,0,0,0,1,0,0,0,0,0
At de gerne vil have penge,0,0,0,1,0,0,0,0,0
"at de gerne vil gøre det effektivt, bekvemt, hyggeligt og nemt at komme rundt",0,0,1,0,0,0,0,0,0
at de forsøger at dække alles behov,1,0,0,0,0,0,0,0,0
At DE er vigtige for hele Danmarks lykke,0,0,0,0,0,1,0,0,0
At de er til for alle,0,0,0,0,0,0,1,0,0
At de er til at stole på,1,0,0,0,0,0,0,0,0
at de er klar til at køre for dig til enhver tid,1,0,0,0,0,0,1,0,0
At de er indlevende i deres passasegeres liv,1,0,0,0,0,0,0,0,0
"At de er gode, men det er de ikke - sådan",1,0,0,0,0,0,0,0,0
At de er for alle slags mennesker.,0,0,0,0,0,0,1,0,0
"At de er et selskab, der ved deres “du kan køre med os”-slogan kan muliggøre drømmen om at “selvom du bor langt fra hvad du ønsker at komme til, så kan DSB altid sikre dig at du kommer derhen” (til ublu priser og ustabilitet til følge)",1,0,0,0,0,0,0,0,0
At de er et pålideligt transport middel.,1,0,0,0,0,0,0,0,0
"At de er dygtige til at passe sig, og at alle persontyper kan tage togene, da de har så mange forskellige togtider osv.",0,0,0,0,0,0,1,0,0
At de er der for os alle.,0,0,0,0,0,0,1,0,0
at de er bedre end deres rygte,1,0,0,0,0,0,0,0,0
At de er åååh så vidunderlige,1,0,0,0,0,0,0,0,0
At de altid hjælper dig med at opfylde dine behov,1,0,0,0,0,0,0,0,0
At DBS skal være en del af vores liv.,1,0,0,0,0,0,0,0,0
At danmark ikke er større end at de kan køre folk men alle ens interesser,1,0,0,0,0,0,1,0,0
At byboere kan spare tid og penge på at bruge dsb.,1,0,1,0,0,0,0,0,0
at bruge toget,0,0,0,0,0,1,0,0,0
At børn desværre er nødtil at rejse alene. At vi ikke har økonomi til at bo hvor vi arbejder og derfor skal bruge en formue i billetter,1,0,0,0,0,0,0,0,0
"At alt er vidunderligt,  hvis man bruger DSB, men sådan er det jo ikke i virkeligheden.",1,0,0,0,0,0,0,0,0
At alle typer kan rejse med DSB,0,0,0,0,0,0,1,0,0
At alle skal have en god rejse med DSB,0,0,0,0,0,0,1,0,0
"At alle kan tage toget, og det passer til alles behov",0,0,0,0,0,0,1,0,0
At alle kan tage toget,0,0,0,0,0,0,1,0,0
At alle kan køre og bruge DSB,0,0,0,0,0,0,1,0,0
"at alle kan have nytte af DSB, og at man kan stole på DSB",1,0,0,0,0,0,1,0,0
At alle kan få glæde af transporten,0,0,0,0,0,0,1,0,0
"At alle kan bruge toget, uanset formål",0,0,0,0,0,0,1,0,0
At alle kan bruge toget ung og barn,0,0,0,0,0,0,1,0,0
At alle kan bruge toget som transport middel,0,0,0,0,0,0,1,0,0
At alle kan bruge toget,0,0,0,0,0,0,1,0,0
at alle kan bruge toget,0,0,0,0,0,0,1,0,0
at alle kan bruge toget,0,0,0,0,0,0,1,0,0
at alle kan bruge dsb og godt for dem som pendler,0,0,0,0,0,0,1,0,0
"At alle i toget har sin historie - og at toget er for alle.
Og at toget er et godt og hyg´ligt alternativ til anden transport.
At det også kan være en rationel løsning, idet du kan arbejde undervejs",1,0,1,0,0,0,1,0,0
"At alle er velkomne, DSB holder folket samlet, at det er en god oplevelse at køre med DSB.",1,0,0,0,0,0,1,0,0
At alle er velkomne og de yder god service,0,0,1,0,0,0,1,0,0
At alle bør og kan bruge DSB. Men det er jo løgn og latin.,1,0,0,0,0,0,0,0,0
Alternativ til bil og her kan man udnytte transporttiden,1,0,0,0,0,0,0,0,0
alle kan køre med toget. det er trygt og godt,0,0,1,0,0,0,1,0,0
Alle kan bruge toget og det forbinder os mellem steder.,1,0,0,0,0,0,1,0,0
Alle kan bruge DSB og DSB binder landet sammen,1,0,0,0,0,0,1,0,0
"Alle har brug for en godt og sikker transportmiddel.
Hvor du kan lave det du ønsker undervejs.",1,0,1,0,0,0,1,0,0
Alle er velkomne. De knytter Danmark sammen,1,0,0,0,0,0,1,0,0
"Alle de muligheder man kan bruge tiden i i tog, såsom at gå på wifi.",1,0,0,0,0,0,0,0,0
"Al det man kan, hvis såfremt ifald man lige bor det rigtige sted",1,0,0,0,0,0,0,0,0
"""Man bør tage toget, og bruge tiden deri fornuftigt""",1,0,0,0,0,0,0,0,0
...,0,0,0,0,1,0,0,0,0
???,0,0,0,0,1,0,0,0,0
?,0,0,0,0,1,0,0,0,0
Det kan være stressende at køre i bil hvis man skal langt hver dag. At køre i tog er afslappende,1,0,1,0,0,0,0,0,0
At man ved at rejse med DSB kan få et afbræk i en ellers stresset hverdag.,1,0,1,0,0,0,0,0,0
"At man slapper af ved at bruge DSB, så man undgår stress",1,0,1,0,0,0,0,0,0
"At man for slapper af når man pendler , istedet for at stresse med at nå det hele. Kørsel , arbejde. Nu kan der endda arbejdes i togene",1,0,1,0,0,0,0,0,0
At de er en del af freden i hverdagen.,1,0,1,0,0,0,0,0,0
"Vise det kan betale sig at tage toget. Du kan slappe af, læse se film, skrive bog mm. Du sparer tid ved at tage toget. Du kan arbejde osv",0,0,1,0,0,0,0,0,0
"Man kan slappe af, eller lave noget, mens man transporteres",0,0,1,0,0,0,0,0,0
"Du kan drikke, kaffe og bruge nettet i et tog. Slappe lidt af. Ting der ikke er så let hvis man kører selv",0,0,1,0,0,0,0,0,0
"At transporttid ikke behøver være spild af tid, men kan bruges til forberedelse eller afslapning",0,0,1,0,0,0,0,0,0
At toget er hurtig og afslappende pendling,0,0,1,0,0,0,0,0,0
At man kan slappe mere af i toget end ved brug af anden transport. Og bruge energien på andre ting,0,0,1,0,0,0,0,0,0
"At i den travle hverdag som så mange af os har, ja så kan det betale sig at benytte DSB for dog at få mere fred og ro i sindet, samt tid til at være mere hjemme og nyde tilværelsen der",0,0,1,0,0,0,0,0,0
"At det er let, enkelt og afslappende at rejse med DSB.",0,0,1,0,0,0,0,0,0
"At man kan få tid til nogle andre ting, når man kan slappe af i toget. At man hurtigt kan komme fra stresset byliv/arbejde til hjemme/fritiden/naturen med DSB",0,0,1,0,0,0,0,0,0
At livet er bedre og mere afslappende hvis man bor ude af byen og pendler på job,0,0,1,0,0,0,1,0,0
At det er muligt at flytte ud af byen og stadig have offentlig transport tilgængelig - der hvor man kan slappe af og slippe styret - der er bare for mange uvisse faktorer i jeres transport system,0,0,1,0,0,0,1,0,0
At DSB giver ro i hverdagen. At alle ens problemer løses ved at flytte væk fra byen.,0,0,1,0,0,0,1,0,0
Tænk på dig selv og tg det med ro,0,0,1,0,0,0,0,0,0
Tag toget og slap af.,0,0,1,0,0,0,0,0,0
Tag det stille og rolig og tag rolig med DSB der er mange spor,0,0,1,0,0,0,0,0,0
Slappe af i toget,0,0,1,0,0,0,0,0,0
Slap af med DSB,0,0,1,0,0,0,0,0,0
Slap af i toget,0,0,1,0,0,0,0,0,0
Ogs’ til en travl hverdag,0,0,1,0,0,0,0,0,0
"Mulighederne om at kunne anvende DSB som transport til og fra arbejde, hvor man kan formå at slappe af og nyde togturen",0,0,1,0,0,0,0,0,0
"Man kan slappe af, når man tager med DSB",0,0,1,0,0,0,0,0,0
"Man kan slappe af i toget og bruge sin energi på noget andet. Eller at livet bliver sjovt, hvis man tager toget ...",0,0,1,0,0,0,0,0,0
få freden og roen undervejs,0,0,1,0,0,0,0,0,0
Du kan slappe af når du kører med dsb,0,0,1,0,0,0,0,0,0
Det er afslappende at køre med DSB,0,0,1,0,0,0,0,0,0
"At vi kan slappe af i toget - men se lige min forrige kommentar. Jeg slapper af i bilen for der er jeg min egen herre. Tog og busser er ustabile. Dertil kommer at jeg bruger 28 minutter i bil, men op til 2 timer med tog og bus fordi Grenåbanen er nedlagt. Jeg har endnu ikke haft brug for at prøve Letbanen.",0,0,1,0,0,0,0,0,0
at på deres tur kan man slappe af,0,0,1,0,0,0,0,0,0
At pendling giver plads til ro,0,0,1,0,0,0,0,0,0
"At med DSB kan man slappe af, når man skal fra A til B.",0,0,1,0,0,0,0,0,0
"At man slapper af, når man kører tog",0,0,1,0,0,0,0,0,0
At man kan slappe af i toget?,0,0,1,0,0,0,0,0,0
at man kan holde fri medens man kører med dsb,0,0,1,0,0,0,0,0,0
"At man kan for klaret hovedet, så man har overskud til at det der ikke er arbejde",0,0,1,0,0,0,0,0,0
at man bare kan slappe af og nyde turen så klare vi resten,0,0,1,0,0,0,0,0,0
at hvis man bruger toget er der mulighed for at slappe af i mellem destinationerne,0,0,1,0,0,0,0,0,0
At det skal være nemt og afslappende,0,0,1,0,0,0,0,0,0
"at det er afslappende at tage toget, og de er pålidelige, således man kan nå sine mødes også.",0,0,1,0,0,0,0,0,0
at det er afslappende at tage toget,0,0,1,0,0,0,0,0,0
"At det er afslappende at rejse med tog, og at man snildt kan bruge toget til at pendle med.",0,0,1,0,0,0,0,0,0
At det er afslappende at rejse med tog,0,0,1,0,0,0,0,0,0
At det er afslappende at pendle i en stresset dagligdag,0,0,1,0,0,0,0,0,0
At det er afslappende at køre med tog,0,0,1,0,0,0,0,0,0
"At det er afslappende at køre i tog hvilket er rigtigt, men koblingen til en stressramt er smagløs",0,0,1,0,0,0,0,0,0
At der kan slappes af i toget og arbejde,0,0,1,0,0,0,0,0,0
"At der er plads til alle livets facetter (spor) både når det går stærkt og skal gå langsommere. Slip tøjlerne og slap af, når det er muligt, og overlad nogle ting til andre (DSB).",0,0,1,0,0,0,0,0,0
At de kan hjælpe til at få en mere afslappet og sammenhængende hverdag med mere overskud til folk der pendler.,0,0,1,0,0,0,0,0,0
At de giver ro,0,0,1,0,0,0,0,0,0
afslappende at køre i tog,0,0,1,0,0,0,0,0,0
Afslappende,0,0,1,0,0,0,0,0,0
afslapning når man kører med dsb,0,0,1,0,0,0,0,0,0
"overvej toget inden det går galt for dig, da det er muligt med frihed til andet formål når man bliver transporteret fra sted til sted",0,0,1,0,0,0,0,0,0
Du kan slappe af i toget,0,0,1,0,0,0,0,0,0
DSB slapper en,0,0,1,0,0,0,0,0,0
at tog giver mere ro,0,0,1,0,0,0,0,0,0
At man kan slappe af,0,0,1,0,0,0,0,0,0
"Ingen stress, vi køre Jer i ro og mage. Nyd turen undervejs og slap af.",1,0,1,0,0,0,0,0,0
At det kke er stressende og afslappende at vælge DSB,1,0,1,0,0,0,0,0,0
At de er afstressende og afslappende at køre med Men det passer ikke togene kommer næsten aldrig til tiden  Forslag privatiser DSB,1,0,1,0,0,0,0,0,0
Man kan tage toget frem og tilbage på arbejde i stedet for bilen og så kan man ordne ting fra toget som man ellers stresser over man ikke kan nå,1,0,0,0,0,0,0,0,1
"At men undgård strees, og får mere tid til familien",1,0,1,0,0,0,0,0,0
At man kan få tid til de vigtige ting uden at stresse,1,0,1,0,0,0,0,0,0
At DSB kan hjælpe med ro og stabilitet i en ellers travl hverdag og at man kan “ stige af stress toget”,1,0,1,0,0,0,0,0,0
At det er nemt og ikke så stressende at køre med dem,1,0,1,0,0,0,0,0,0
Der bliver mere tid og overskud til familien og sig selv. Stress neddrosles.,1,0,1,0,0,0,0,0,0
Mindsk stress og tag toget,1,0,0,1,0,0,0,0,0
Flyt på landet. Undgå stress. Tag toget på arbejde.,1,0,0,1,0,0,1,0,0
At man kan vælge et mindre stressende liv ved at flytte på landet og så bruge toget til at pendle mellem hjem og job.,1,0,0,0,0,0,1,0,0
At man kan bo hvor som helst og bruge DSB og få et roligt liv uden stress med transporten til arbejde.,1,0,0,0,0,0,1,0,0
At de hjælper og gør det muligt at leve et mindre stressfyldt liv eller udleve drøm om livet ude for byen,1,0,0,0,0,0,1,0,0
"At man kan komme ustresset frem og tilbage, undgå køer og andet. Man har overskud til familien.",1,0,0,0,0,0,0,0,0
Tog er ikke stressende,1,0,0,0,0,0,0,0,0
"Tag toget , så kan du stresse ned",1,0,0,0,0,0,0,0,0
Stress og længere transporttid passer ikke sammen,1,0,0,0,0,0,0,0,0
Stress af med DSB.,1,0,0,0,0,0,0,0,0
reklame for off transport - spare tid og stress - men det er uden sammenhæng med den virkelighed som DSB tilbyder med alle de aflyste tog osv,1,0,0,0,0,0,0,0,0
Modvirker stres,1,0,0,0,0,0,0,0,0
"Kør med dem og få tid til at det, hvordi udvikle har hænderne på rattet og når at stresse lidt af, inden du træder ind hjemme hos familien.",1,0,0,0,0,0,0,0,0
Formentlig at man kan afstresse i toget.,1,0,0,0,0,0,0,0,0
For at undgå stress på vej hen til arbejde...,1,0,0,0,0,0,0,0,0
"DSB er bindeleddet, der holder livet stress fri",1,0,0,0,0,0,0,0,0
Det skulle være mindre stressfrit,1,0,0,0,0,0,0,0,0
De tror deres elendige produkt til alt for høj pris kan hjælpe folk af med stress - hvor dum har man lov at være?!?!,1,0,0,0,0,0,0,0,0
Brug kollektiv transport hvis du vil undgå stress!,1,0,0,0,0,0,0,0,0
Benyt DSB og slip for stress,1,0,0,0,0,0,0,0,0
At toget givet mindre stress,1,0,0,0,0,0,0,0,0
At toget er et godt valg for at aflaste stress i hverdagen,1,0,0,0,0,0,0,0,0
"At selvom vi er stressede og på anden måde ude af stand til at være bilen eller cyklen, så kan vi altid vælge dsb",1,0,0,0,0,0,0,0,0
At man ikke behøver at stresse når man bare kan tage toget.,1,0,0,0,0,0,0,0,0
"At man ikke behøver at stresse af sted, tag toget og slap af imens.",1,0,0,0,0,0,0,0,0
At man får mulighed for at stresse videre på vejen hjem.,1,0,0,0,0,0,0,0,0
"At man bliver mindre presset, når man tager toget",1,0,0,0,0,0,0,0,0
At man bliver afstresset i hverdagen,1,0,0,0,0,0,0,0,0
"at hvis man er mindre stresset, er der faktisk tid til at benyttte offentlig transport, jeg husker som ung at trives når jeg ventede og andre mennesker og jeg selv havde tid til at snakke i toget og på perron. i dag bliver andre nærmest forskrækkede hvis man taler til dem",1,0,0,0,0,0,0,0,0
At DSB kan mindske stress ved at give mere tid til det DSB vurdere er et godt og velafbalanceret liv,1,0,0,0,0,0,0,0,0
At dsb kan afhjælpe noget af stressen,1,0,0,0,0,0,0,0,0
At DSB er afstressende,1,0,0,0,0,0,0,0,0
"at det kan være stressende at køre bil,",1,0,0,0,0,0,0,0,0
At det giver mindre stress at køre med tog end i bil,1,0,0,0,0,0,0,0,0
at det er afstressende at benytte DSB,1,0,0,0,0,0,0,0,0
at det at kunne arbejde / sidde roligt til og fra arbejde er god afstressningszone,1,0,0,0,0,0,0,0,0
At bildd mig ind at jeg kan vælge at ta toget og være mindre stresset. Dette er ikke korrekt da det vil være alt for tidskrævende i praksis,1,0,0,0,0,0,0,0,0
Ar det er stressfri at tage dsb,1,0,0,0,0,0,0,0,0
afstressende at tage toget,1,0,0,0,0,0,0,0,0
Afstressende at bruge off. transport,1,0,0,0,0,0,0,0,0
afstress i hverdagen,1,0,0,0,0,0,0,0,0
Undgå  stress,1,0,0,0,0,0,0,0,0
Stress af i toget,1,0,0,0,0,0,0,0,0
Løser alle stresproblemer,1,0,0,0,0,0,0,0,0
Et for mig at se falsk budskab om at det ikke er stressende at køre med DSB,1,0,0,0,0,0,0,0,0
"At man kan undgå stress, hvis man kører med DSB!",1,0,0,0,0,0,0,0,0
At det er afstressende at tage toget man kan lade tankerne flyve,1,0,0,0,0,0,0,0,0
"At DSB/tog kan være et godt alternativ til bil og at det kan være afstressende at bruge kombinationen bo på landet og tage toget. (Jeg er så ikke helt enig i budskabet, da DSB efter min opfatttelse har for mange aflysninger og uregelmæssigheder til at det kan være afstressende)",1,0,0,0,0,0,1,0,1
"At toget er en god alternativ til egen transport. At man ved at benytte kollektiv transport, får brugt sin tid mere effektivt og dermed får tid til mere af det sjove.",0,0,1,0,0,0,0,0,1
At DSB kan skabe sammenhæng i hverdagen - og er et godt alternativ til bilen.,0,0,1,0,0,0,0,0,1
Tag toget i stedet for bilen. Flyt til billigere og roligere steder - og pendel så på arbejde.,0,0,0,0,0,0,1,0,1
Toget er godt alternativ for folk der pendler,0,0,0,0,0,0,0,0,1
reklame for transport og klima,0,0,0,0,0,0,0,0,1
Rejse mere kollektivt,0,0,0,0,0,0,0,0,1
Muligheder og tryghed.,0,0,0,0,0,0,0,0,1
Kollektiv transport ervgodt,0,0,0,0,0,0,0,0,1
Et alternativ,0,0,0,0,0,0,0,0,1
Du har muligheder.,0,0,0,0,0,0,0,0,1
Brug kollektivtransport,0,0,0,0,0,0,0,0,1
At toget er et godt transportløsning for at nå frem.,0,0,0,0,0,0,0,0,1
